Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,19560,Closed with monetary relief,2442282
ALLY FINANCIAL INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,89179,Closed with non-monetary relief,2421000
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company believes it acted appropriately as authorized by contract or law,WI,540XX,Closed with explanation,2379967
Navient Solutions LLC.,NA,FL,34113,Closed with explanation,2371918
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92629,Closed with explanation,2430771
Navient Solutions LLC.,NA,VA,24179,Closed with explanation,2371727
DISCOVER BANK,NA,NA,NA,Closed with explanation,2445867
OCWEN LOAN SERVICING LLC,NA,NY,11420,Closed with explanation,451174
Grant & Weber,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,946XX,Closed with explanation,2447040
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10502,Closed with explanation,2396628
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,7040,Closed with explanation,2397084
WELLS FARGO BANK NATIONAL ASSOCIATION,NA,NY,13602,Closed with non-monetary relief,463255
OCWEN LOAN SERVICING LLC,NA,PA,19468,Closed with explanation,2442683
National Credit SystemsInc.,Company believes it acted appropriately as authorized by contract or law,TN,37922,Closed with explanation,2446395
DISCOVER BANK,NA,OH,45371,Closed with explanation,2417715
Navient Solutions LLC.,NA,IN,461XX,Closed with explanation,2371967
Bliksum LLC,NA,CA,920XX,Closed with explanation,2442418
Ditech Financial LLC,Company believes the complaint is the result of a misunderstanding,NC,28516,Closed with explanation,2385349
BANK OF AMERICA NATIONAL ASSOCIATION,NA,GA,30052,Closed without relief,23982
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,206XX,Closed with explanation,2430838
BlueChip Financial,Company believes it acted appropriately as authorized by contract or law,VA,22015,Closed with explanation,2441260
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,87015,Closed with explanation,2443649
AES/PHEAA,NA,NY,10017,Closed with explanation,2371845
LDF Holdings LLC,Company believes it acted appropriately as authorized by contract or law,PA,16001,Closed with explanation,2423042
Navient Solutions LLC.,NA,FL,346XX,Closed with explanation,2440172
CAPITAL ONE FINANCIAL CORPORATION,NA,CT,060XX,Closed with explanation,2371615
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,78664,Closed with explanation,2400409
GVA Holdings LLC,Company believes it acted appropriately as authorized by contract or law,WA,980XX,Closed with explanation,1649572
Navient Solutions LLC.,NA,VA,233XX,Closed with explanation,2371631
EQUIFAX INC.,NA,FL,33830,Closed with explanation,2371839
Professional Debt Mediation Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30318,Closed with explanation,2445638
WORLD ACCEPTANCE CORPORATION,NA,KY,41465,Closed with explanation,2267383
EQUIFAX INC.,NA,FL,33830,Closed with explanation,2371742
Stearns Ventures LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,44122,Closed with explanation,2442341
Commonwealth Health Corporation,NA,TN,37073,Closed with explanation,2371730
Quality Recovery Services Inc.,NA,GA,301XX,Closed with explanation,2030854
Alliant Capital Management LLC,NA,CA,945XX,Closed with explanation,2441701
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11701,Closed with non-monetary relief,2396647
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32507,Closed with explanation,2434071
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29129,Closed with explanation,2395832
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,282XX,Closed with monetary relief,2445680
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,46041,Closed with explanation,2442680
SUNTRUST BANKS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90292,Closed with explanation,2445434
Caliber Home Loans Inc.,NA,CA,91505,Closed with explanation,2439720
National Credit SystemsInc.,Company believes it acted appropriately as authorized by contract or law,AL,35220,Closed with explanation,2443853
CITIZENS FINANCIAL GROUP INC.,NA,IL,60586,Closed with explanation,2441018
SCA Collections Inc.,NA,NC,272XX,Closed with explanation,2224308
CAPITAL ONE FINANCIAL CORPORATION,NA,GA,300XX,Closed with explanation,2371582
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,553XX,Closed with explanation,2399680
EVERBANK,NA,PA,18709,Closed with explanation,1885683
CARRINGTON MORTGAGE SERVICES,NA,FL,33441,Closed with explanation,2414536
CAPITAL ONE FINANCIAL CORPORATION,NA,PA,19121,Closed with non-monetary relief,2386346
NATIONSTAR MORTGAGE,NA,SC,294XX,Closed with explanation,2443518
Hunter Warfield Inc.,Company believes the complaint is the result of a misunderstanding,TX,775XX,Closed with explanation,2444183
Navient Solutions LLC.,NA,CT,067XX,Closed with explanation,2444882
Seterus Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,14112,Closed with explanation,2444847
Empowerment Ventures LLC,NA,CA,92346,Closed with non-monetary relief,1639884
Convergent Resources Inc.,NA,IL,604XX,Closed with explanation,2371641
Navient Solutions LLC.,NA,WA,98115,Closed with explanation,2443854
JPMORGAN CHASE & CO.,NA,CA,92029,Closed with explanation,2414115
AMERICAN EXPRESS CENTURION BANK,NA,FL,32092,Closed with monetary relief,2371819
Loan Science LLC,Company believes it acted appropriately as authorized by contract or law,OH,44611,Closed with explanation,2446663
MIDFIRST BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,19124,Closed with explanation,2440614
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,117XX,Closed with explanation,2399086
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33418,Closed with non-monetary relief,2398201
Alliance Data Card Services,NA,CA,94513,Closed with monetary relief,2439301
DISCOVER BANK,NA,WA,98104,Closed with explanation,2441573
HUNTINGTON NATIONAL BANK THE,NA,NA,NA,Closed with monetary relief,2402012
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,89103,Closed with non-monetary relief,2397719
PORTFOLIO RECOVERY ASSOCIATES INC,NA,OR,97223,Closed with explanation,2438585
Eagle Accounts Group Inc.,NA,IN,46184,Closed with explanation,2364555
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77584,Closed with explanation,2332232
Navient Solutions LLC.,NA,CO,802XX,Closed with explanation,2371880
OCWEN LOAN SERVICING LLC,NA,WA,980XX,Closed with explanation,2447215
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,93955,Closed with explanation,2440722
Quality Recovery Services Inc.,NA,IL,604XX,Closed with explanation,1816071
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,20745,Closed with explanation,2446688
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,95404,Closed with explanation,2414476
CAPITAL ONE FINANCIAL CORPORATION,NA,NE,89108,Closed with explanation,2427890
Quality Recovery Services Inc.,Company believes it acted appropriately as authorized by contract or law,GA,300XX,Closed with explanation,2168493
Alpine Credit Inc,NA,CO,80003,Closed with explanation,1810842
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10708,Closed with explanation,2235997
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28206,Closed with non-monetary relief,2394133
BANK OF AMERICA NATIONAL ASSOCIATION,NA,WI,54914,Closed without relief,5087
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60628,Closed with explanation,2429209
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,234XX,Closed with explanation,2426023
JPMORGAN CHASE & CO.,NA,NJ,078XX,Closed with explanation,2425199
CAPITAL ONE FINANCIAL CORPORATION,NA,TX,780XX,In progress,2492083
Seterus Inc.,NA,GA,30043,Closed with explanation,2493382
EXPERIAN DELAWARE GP,NA,IN,47909,In progress,2495544
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,275XX,Closed with explanation,2493154
Phoenix Financial Services LLC,NA,NJ,074XX,In progress,2494122
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33705,Closed with non-monetary relief,2398632
Navient Solutions LLC.,NA,SC,29803,Closed with explanation,2371929
WAKEFIELD & ASSOCIATES INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,87114,Closed with explanation,2444946
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33324,Closed with non-monetary relief,2439253
TRANSWORLD SYSTEMS INC,NA,WA,980XX,Closed with explanation,2144108
NATIONSTAR MORTGAGE,NA,CA,92596,Closed with explanation,1667107
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,070XX,Closed with explanation,2404531
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,922XX,Closed with explanation,2399978
PORTFOLIO RECOVERY ASSOCIATES INC,NA,MD,21239,Closed with explanation,2446974
Convergent Resources Inc.,NA,FL,33023,Closed with explanation,2371869
AAA Collections,NA,SD,574XX,Closed with explanation,2443849
NATIONSTAR MORTGAGE,NA,NJ,8002,Closed with explanation,851520
NAVY FEDERAL CREDIT UNION,Company believes it acted appropriately as authorized by contract or law,MD,21037,Closed with monetary relief,2380901
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,34685,Closed with non-monetary relief,2399527
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32828,Closed with explanation,2445950
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,55406,Closed with explanation,2399946
JPMORGAN CHASE & CO.,NA,MN,553XX,Closed with explanation,2372334
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,605XX,Closed with explanation,2446587
TRANSUNION INTERMEDIATE HOLDINGS INC.,NA,CT,6831,Closed with explanation,2443881
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,287XX,Closed with explanation,2400002
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,17025,Closed with non-monetary relief,1893211
EXPERIAN DELAWARE GP,Company chooses not to provide a public response,FL,32086,Closed with non-monetary relief,1682363
Phoenix Financial Services LLC,Company believes it acted appropriately as authorized by contract or law,CO,802XX,Closed with explanation,2400971
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60613,Closed with non-monetary relief,2445590
